,sentence,label
73,دست چپم درد میکنه یه خانم دکتر آملی بهم معرفی کن که امروز معاینه ام کنه,"B-cnd,I-cnd,I-cnd,O,O,B-gnd,O,B-cty,O,O,O,O,B-apt,O,O,O"
74,سلام یک پزشک متخصص تو رشته ورزشی میخوام واسه رفع گودی کمرم .,"O,O,O,B-srt,O,O,B-spy,O,O,B-cnd,I-cnd,I-cnd,O"
75,سلام . یک متخصص گوش و حلق و بینی با تجربه باشه که زود نوبت بده را تو اصفهان برام پیدا کن,"O,O,O,B-srt,B-spy,I-spy,I-spy,I-spy,I-spy,B-trt,I-trt,O,O,B-apt,O,O,O,O,B-cty,O,O,O"
76,سلام ، یه فوق تخصص ریه تو اصفهان زود نوبت بده و تو مطب معطل نشیم,"O,O,O,B-srt,I-srt,B-spy,O,B-cty,B-apt,O,O,O,O,O,B-wtt,I-wtt"
77,سلام . یه متخصص تغذیه خانم میخوام اصفهان سمت دروازه شیراز که کارش خیلی خوب باشه و سریع لاغر بشم,"O,O,O,B-srt,B-spy,B-gnd,O,B-cty,O,B-nhd,I-nhd,O,O,B-trt,I-trt,O,O,B-trt,B-cnd,O"
78,سلام یک دندان پزشک ارتودنسی میخوام که میزان انتظار توی مطبش کمتر از نیم ساعت باشه و شلوغ نباشه,"O,O,B-spy,I-spy,B-cnd,O,O,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,B-trt,I-trt"
79,سلام یک دکتر عمومی خوش اخلاق تو محدوده احمدآباد اصفهان برای سرماخوردگی میخوام که فردا بهم نوبت بده .,"O,O,O,B-spy,B-trt,I-trt,O,O,B-nhd,B-cty,O,B-cnd,O,O,B-apt,O,O,O,O"
80,یک دکتر فوق تخصص مغز و اعصاب خانم با ویزیت حضوری و اولین نوبت شنبه صبح می خوام . ,"O,O,B-srt,I-srt,B-spy,I-spy,I-spy,B-gnd,O,O,B-vtp,O,O,O,B-apt,I-apt,O,O,O"
81,من پوکی استخوان دارم و به دنبال یک فوق متخصص آقا ارتوپدی در شهر خوزستان هستم که برای فردا ویزیت حضوری داشته باشد و بیمه تامین اجتماعی داشته باشد . ,"O,B-cnd,I-cnd,O,O,O,O,O,B-srt,I-srt,B-gnd,B-spy,O,O,B-cty,O,O,O,B-apt,I-apt,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O"
82,من دیابت دارم و به دنبال یک فوق تخصص خانم غدد درون ریز در شهر شیراز هستم که برای پس فردا ویزیت حضوری داشته باشد و بیمه سلامت ایرانیان قبول کند .,"O,B-cnd,O,O,O,O,O,B-srt,I-srt,B-gnd,B-spy,I-spy,I-spy,O,O,B-cty,O,O,O,B-apt,I-apt,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O"
83,من از مشکل میگرن رنج میبرم و به دنبال یک متخصص مغز و اعصاب زن در ونک تهران هستم که بتواند امروز یا فردا من را به صورت حضوری ویزیت کند و بیمه تکمیلی ایران را هم بپذیرد .,"O,O,O,B-cnd,O,O,O,O,O,O,B-srt,B-spy,I-spy,I-spy,B-gnd,O,B-nhd,B-cty,O,O,O,B-apt,I-apt,I-apt,O,O,O,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O,O"
84,نیاز به یک پزشک عمومی آقا در اردبیل دارم که در اسرع وقت ویزیت مجازی انجام دهد و بیمه نیرو مسلح را هم بپذیرد ، زیرا به تازگی با مشکل فشار خون بالا مواجه شده ام .,"O,O,O,O,B-spy,B-gnd,O,B-cty,O,O,B-apt,I-apt,I-apt,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O,O,O,O,O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O"
85,یه دکتر زن فوق تخصص داخلی تو اهواز میخوام که تو همین هفته وقت بده و معطلی کمتر از نیم ساعت داشته باشه و بیمه پارسیان رو هم بپذیره ، چون مشکلات گوارشی دارم و باید حتماً چک بشم .,"O,O,B-gnd,B-srt,I-srt,B-spy,O,B-cty,O,O,O,B-apt,I-apt,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,B-inc,O,O,O,O,O,B-cnd,I-cnd,O,O,O,O,O,O,O"
86,سلام . من یه خانم دکتر مهربان برای دندان پزشکی کودکان میخوام که بیمه سلامت رو قبول کنه و زمان انتظار توی مطبش کمتر از یک ساعت باشه,"O,O,O,O,B-gnd,O,B-trt,O,B-spy,I-spy,I-spy,O,O,O,B-inc,O,O,O,O,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O"
87,یک روانشناس اخلاق مدار برای درمان افسردگی در اصفهان محدوده هزار جریب میخوام,"O,B-spy,B-trt,I-trt,O,B-cnd,I-cnd,O,B-cty,O,B-nhd,I-nhd,O"
88,سلام. یک روانشناس خانم در تهران برای ترک اعتیاد میخوام ,"O,O,B-spy,B-gnd,O,B-cty,O,B-cnd,I-cnd,O"
89,سلام لطفا یک پزشک فوق متخصص گوارش در شهر شیراز محله زند که آندوسکوپی و کولونوسکوپی انجام بده بهم معرفی کنید,"O,O,O,O,B-srt,I-srt,B-spy,O,O,B-cty,O,B-nhd,O,B-cnd,O,B-cnd,O,O,O,O,O"
90,سلام لطفا یک پزشک متخصص قلب در شیراز در خیابان سینما سعدی که اکو و تست ورزش انجام بده و خوش اخلاق باشه بهم معرفی کنید,"O,O,O,O,B-srt,B-spy,O,B-cty,O,B-nhd,I-nhd,I-nhd,O,B-cnd,O,B-cnd,I-cnd,O,O,O,B-trt,I-trt,O,O,O,O"
91,سلام یک چشم پزشک خوب تو شیراز سمت ارم پیدا کن که کار لیزر انجام بده و خوش اخلاق باشه ,"O,O,B-spy,I-spy,B-trt,O,B-cty,O,B-nhd,O,O,O,O,B-cnd,O,O,O,B-trt,I-trt,O"
92,سلام یک دکتر اطفال خوب در مشهد پیدا کن,"O,O,O,B-spy,B-trt,O,B-cty,O,O"
