,sentence,label
82,لطفا یه متخصص اطفال برای سرماخوردگی تو اصفهان نزدیک محله برازنده پیدا کن که توی کارش حرفه ای و شهره باشه . طرف قرار داد با نیروهای مسلح باشه . معطلی توی مطبش کمتر از نیم ساعت باشه و اولین نوبت آزادش برای امروز باشه .,"O,O,B-srt,B-spy,O,B-cnd,O,B-cty,O,O,B-nhd,O,O,O,O,O,B-trt,I-trt,O,B-trt,O,O,O,O,O,O,B-inc,I-inc,O,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O,O,B-apt,O,O"
83,دنبال یه دندونپزشک میگردم که دندون آسیا رو برام با کمترین قیمت پر کنه متریالش هم هر چی بود مهم نیست . تو مشهد باشه طرفای سناباد . آقا باشه,"O,O,B-spy,O,O,B-cnd,I-cnd,O,O,B-trt,I-trt,I-trt,I-cnd,O,O,O,O,O,O,O,O,O,O,B-cty,O,O,B-nhd,O,B-gnd,O"
84,سلام . برای پارگی شبکیه چشم یک پزشک فوق تخصص مرد تو شیراز برام پیدا کن که کارش خوب باشه,"O,O,O,B-cnd,I-cnd,I-cnd,O,O,B-srt,I-srt,B-gnd,O,B-cty,O,O,O,O,O,B-trt,O"
85,سلام یک خانم چشم پزشک فوق تخصص خوب تو شیراز سمت ارم پیدا کن که برای لیزر بهم 30 شهریور مشاوره مجازی بده چشمم دوربینه . طرف قرارداد تأمین اجتماعی و خوش اخلاق و شوخ باشه,"O,O,B-gnd,B-spy,O,B-srt,I-srt,B-trt,O,B-cty,O,B-nhd,O,O,O,O,B-cnd,O,B-apt,I-apt,O,B-vtp,O,B-cnd,I-cnd,O,O,O,B-inc,I-inc,O,B-trt,I-trt,O,B-trt,O"
86,سلام . یک چشم پزشک فوق تخصص آقا تو رشت سمت میدون شهرداری برام پیدا کن که عمل جراحی چشم برای برداشتن عینک انجام بده و حضوری ویزیتم کنه و اولین نوبت آزادش فردا و میزان معطلی تو مطبش کمتر از نیم ساعت باشه و خوش قیافه باشه .,"O,O,O,B-spy,I-spy,B-srt,I-srt,B-gnd,O,B-cty,O,B-nhd,I-nhd,O,O,O,O,O,B-cnd,I-cnd,O,B-cnd,I-cnd,O,O,O,B-vtp,O,O,O,O,O,O,B-apt,O,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,B-trt,I-trt,O,O"
87,سلام برای من یک پزشک برای مشکل بوی دهان پیدا کن,"O,O,O,O,O,O,O,B-cnd,I-cnd,O,O"
88,سلام . یک متخصص گوش و حلق و بینی با تجربه باشه که زود نوبت بده را تو اصفهان برام پیدا کن,"O,O,O,B-srt,B-spy,I-spy,I-spy,I-spy,I-spy,B-trt,I-trt,O,O,B-apt,O,O,O,O,B-cty,O,O,O"
89,یه متخصص کلیه در ارومیه میخوام که تو درمان نارسایی کلیه مهارت داشته باشه و هفته بعد نوبت بده .,"O,B-srt,B-spy,O,B-cty,O,O,O,O,B-cnd,I-cnd,B-trt,O,O,O,B-apt,I-apt,O,O,O"
90,من از مشکل میگرن رنج میبرم و به دنبال یک متخصص مغز و اعصاب زن در ونک تهران هستم که بتواند امروز یا فردا من را به صورت حضوری ویزیت کند و بیمه تکمیلی ایران را هم بپذیرد .,"O,O,O,B-cnd,O,O,O,O,O,O,B-srt,B-spy,I-spy,I-spy,B-gnd,O,B-nhd,B-cty,O,O,O,B-apt,I-apt,I-apt,O,O,O,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O,O"
91,سلام . یک خانم متخصص غدد خوش برخورد در شهر قزوین که دارای بورد تخصصی باشد ، برای درمان کم کاری تیروئید برام پیدا کن که طرف قرارداد بیمه ارتش باشد و به صورت آنلاین و حداکثر تا فردا منو ویزیت کنه,"O,O,O,B-gnd,B-srt,B-spy,B-trt,I-trt,O,O,B-cty,O,O,B-trt,I-trt,O,O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O,O,O,O,B-inc,O,O,O,O,B-vtp,O,O,O,B-apt,O,O,O"
92,من پوکی استخوان دارم و به دنبال یک فوق متخصص آقا ارتوپدی در شهر خوزستان هستم که برای فردا ویزیت غیر حضوری داشته باشد و بیمه تامین اجتماعی داشته باشد . ,"O,B-cnd,I-cnd,O,O,O,O,O,B-srt,I-srt,B-gnd,B-spy,O,O,B-cty,O,O,O,B-apt,O,B-vtp,I-vtp,O,O,O,O,B-inc,I-inc,O,O,O"
93,توی لار برام فوق تخصص گوش و حلق و بینی آقا و مهربون پیدا کن,"O,B-cty,O,B-srt,I-srt,B-spy,O,B-spy,O,B-spy,B-gnd,O,B-trt,O,O"
94,یه دندانپزشک فوق تخصص آقای ماهر برای عصب کشی تو اصفهان سمت شهدا که کارش خوب باشه و طرف قرداد بیمه تامین اجتماعی باشه .,"O,B-spy,B-srt,I-srt,B-gnd,B-trt,O,B-cnd,I-cnd,O,B-cty,O,B-nhd,O,O,B-trt,O,O,O,O,O,B-inc,I-inc,O,O"
95,سلام ، یه متخصص اعصاب و روان تو شهرکرد می خوام که خیلی حرفه ای باشه و ماه بعد نوبت بده .,"O,O,O,B-srt,B-spy,O,B-spy,O,B-cty,O,O,O,O,B-trt,I-trt,O,O,B-apt,I-apt,O,O,O"
96,سلام یک دکتر اطفال خوب مشهدی پیدا کن,"O,O,O,B-spy,B-trt,B-cty,O,O"
97,سلام ، یه فوق تخصص ریه تو اصفهان زود نوبت بده و تو مطب معطل نشیم,"O,O,O,B-srt,I-srt,B-spy,O,B-cty,B-apt,O,O,O,O,O,B-wtt,I-wtt"
98,من دیابت دارم و به دنبال یک فوق تخصص خانم غدد درون ریز در شهر شیراز هستم که برای پس فردا ویزیت حضوری داشته باشد و بیمه سلامت ایرانیان قبول کند .,"O,B-cnd,O,O,O,O,O,B-srt,I-srt,B-gnd,B-spy,I-spy,I-spy,O,O,B-cty,O,O,O,B-apt,I-apt,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O"
99,کمرم درد میکنه یه ارتوپد مرد توی لار برام پیدا کن,"B-cnd,I-cnd,O,O,B-spy,B-gnd,O,B-cty,O,O,O"
100,سلام . لطفا یه دندانپزشک فوق تخصص عصب کشی خانم تو اصفهان نزدیک محله کاوه پیدا کن که باحوصله باشه و با بیماری که ترس زیاد داره راه بیاد ، و مطبش با بیمه تامین اجتماعی یا نیروهای مسلح طرف قرارداد باشه . کارم فوری هست ، اولین نوبتش حداقل تا یکی دو روز آینده باشه .,"O,O,O,O,B-spy,B-srt,I-srt,B-cnd,I-cnd,B-gnd,O,B-cty,O,O,B-nhd,O,O,O,B-trt,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-inc,I-inc,O,B-inc,I-inc,O,O,O,O,O,B-apt,O,O,O,O,O,O,B-apt,I-apt,I-apt,I-apt,O,O"
101,سلام . یک تخصص پوست و مو مرد درون قم سمت پارک ملی برام پیدا کن که همین ماه مشکل ریزش مو رو کامل حل کنه برام و اطلاعات کافی برای نگهداری مو هام رو بهم بده و به بیمارش توجه کافی داشته باشه .,"O,O,O,B-srt,B-spy,O,B-spy,B-gnd,O,B-cty,O,B-nhd,I-nhd,O,O,O,O,B-apt,I-apt,O,B-cnd,I-cnd,O,O,O,O,O,O,B-cnd,I-cnd,I-cnd,I-cnd,I-cnd,O,O,O,O,O,O,O,B-trt,I-trt,O,O,O"
102,سلام یک فوق تخصص گوارش زن توی جهرم به من معرفی کن برای مشکل معده درد طرف قرارداد بانک ملت باشه و امروز من رو بصورت حضوری ویزیت کنه نیم ساعت معطل بشم فقط,"O,O,B-srt,I-srt,B-spy,B-gnd,O,B-cty,O,O,O,O,O,O,B-cnd,I-cnd,O,O,B-inc,I-inc,O,O,B-apt,O,O,O,B-vtp,O,O,B-wtt,I-wtt,O,O,O"
103,سلام . یک ارتوپد متخصص یا فوق تخصص تو شاهرود سمت بیست و دو بهمن واسه این هفته برام پیدا کن که خوش اخلاق و با حوصله باشه و از در تشخیص بیماری خوب عمل کنه و میزان معطلی در مطب کمتر از یک ساعت باشه,"O,O,O,B-spy,B-srt,O,B-srt,I-srt,O,B-cty,O,B-nhd,I-nhd,I-nhd,I-nhd,O,B-apt,I-apt,O,O,O,O,B-trt,I-trt,O,B-trt,I-trt,O,O,O,O,B-trt,O,I-trt,O,O,O,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O"
104,یه دکتر فوق تخصص قلب و عروق تو بندر عباس لازم دارم که نوبت برای دو روز دیگه بده .,"O,O,B-srt,I-srt,B-spy,O,B-spy,O,B-cty,I-cty,O,O,O,O,O,B-apt,I-apt,O,O,O"
105,یه دکتر خوب برای میگرن تو اصفهان سمت هزارجریب برام پیدا کن که کارش رو خوب بلد باشه,"O,O,B-trt,O,B-cnd,O,B-cty,O,B-nhd,O,O,O,O,O,O,B-trt,O,O"
106,لطفاً یه دکتر متخصص غدد توی بروجرد برام پیدا کنید که تو کارش خبره باشه و سریع نوبت بده .,"O,O,O,B-srt,B-spy,O,B-cty,O,O,O,O,O,O,B-trt,O,O,B-apt,O,O,O"
107,با سلام لطفاً پزشک زن فوق تخصص زنان و زایمان در شیراز در خیابان زند معرفی کنید که قادر به جراحی عمل فیبروم در بیمارستان دولتی باشد . با تجربه و مهارت بالا و خوش اخلاق بین نیم ساعت تا چهل و پنج دقیقه معطلی قابل قبول است .,"O,O,O,O,B-gnd,B-srt,I-srt,B-spy,I-spy,I-spy,O,B-cty,O,O,B-nhd,O,O,O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O,O,B-trt,I-trt,O,B-trt,I-trt,O,B-trt,I-trt,B-wtt,I-wtt,I-wtt,I-wtt,I-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O"
108,سلام . یه دکتر تخصص خوب و با تجربه خوب و خوش اخلاق میخوام که بتونه مشکل ناراحتی معده رو حل کنه . شیراز باشه و سمت باهنر جنوبی باشه . صبح زود هم بشینه و نوبت دهی آنلاین هم داشته باشه . بیمه هم قبول کنه . بیشتر از یک ساعت معطل نشم .,"O,O,O,O,B-srt,B-trt,O,B-trt,I-trt,O,O,B-trt,I-trt,O,O,O,O,B-cnd,I-cnd,O,O,O,O,B-cty,O,O,O,B-nhd,I-nhd,O,O,B-apt,O,O,O,O,O,O,B-vtp,O,O,O,O,O,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O"
109,لطفا یک پزشک ارتوپد خوب تو شیراز سمت خیابان معدل برام پیدا کن که بتونه مشکل زانو درد من رو بدون معطلی در مطب حل کنه و خوش اخلاق باشه .,"O,O,O,B-spy,B-trt,O,B-cty,O,B-nhd,I-nhd,O,O,O,O,O,O,B-cnd,I-cnd,O,O,B-wtt,I-wtt,O,O,O,O,O,B-trt,I-trt,O,O"
110,سلام یک پزشک ارتوپد که مطبش صبح زود باز باشه و کمترین معطلی رو داشته باشم پیدا کن .,"O,O,O,B-spy,O,O,B-apt,O,O,O,O,B-wtt,O,O,O,O,O,O,O"
111,برای چشم درد و تنگی زاویه دید یک دکتر فوق تخصص در شهرک بوستان شهر لارستان که حضوری ویزیتم کنه و با بیمه تامین اجتماعی کار کنه پیدا کن,"O,B-cnd,I-cnd,O,B-cnd,I-cnd,I-cnd,O,O,B-srt,I-srt,O,B-nhd,B-nhd,O,B-cty,O,B-vtp,O,O,O,O,O,B-inc,I-inc,O,O,O,O"
112,سلام یک متخصص تغذیه بهم که اکثر مراجعه کننده هایش ازش راضی باشن و یک فرد مشهور باشد را در تبریز بهم معرفی کن,"O,O,B-srt,B-spy,O,O,O,O,O,O,O,B-trt,O,O,O,O,B-trt,O,O,O,B-cty,O,O,O"
113,نیاز به یک پزشک عمومی آقا در سهند دارم که در اسرع وقت ویزیت مجازی انجام دهد و بیمه نیرو مسلح را هم بپذیرد ، زیرا به تازگی با مشکل فشار خون بالا مواجه شده ام .,"O,O,O,O,B-spy,B-gnd,O,B-cty,O,O,B-apt,I-apt,I-apt,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O,O,O,O,O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O"
114,توی ارومیه برام فوق تخصص گوش و حلق و بینی آقا و مهربون پیدا کن,"O,B-cty,O,B-srt,I-srt,B-spy,O,B-spy,O,B-spy,B-gnd,O,B-trt,O,O"
115,سلام یک متخصص گوش و حلق و بینی برای اختلالات گوش میانی توی بوکان برام پیدا کن که حداکثر تا ۱۵ شهریور ۱۴۰۳منو به صورت حضوری ویزیت کنه و طرف قرار داد بیمه سلامت باشه و کمتر از یک ساعت در مطب معطل بشم .,"O,O,B-srt,B-spy,O,B-spy,O,B-spy,O,B-cnd,I-cnd,I-cnd,O,B-cty,O,O,O,O,O,O,B-apt,I-apt,O,O,O,B-vtp,O,O,O,O,O,O,O,B-inc,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O"
116,سلام ، یه فوق تخصص ریه تو پل دشت زود نوبت بده و تو مطب معطل نشیم,"O,O,O,B-srt,I-srt,B-spy,O,B-cty,I-cty,B-apt,O,O,O,O,O,B-wtt,I-wtt"
117,یه دکتر فوق تخصص قلب و عروق تو پلدشت لازم دارم که نوبت برای دو روز دیگه بده .,"O,O,B-srt,I-srt,B-spy,O,B-spy,O,B-cty,O,O,O,O,O,B-apt,I-apt,O,O,O"
118,لطفاً یه دکتر متخصص غدد توی پیران شهر برام پیدا کنید که تو کارش خبره باشه و سریع نوبت بده .,"O,O,O,B-srt,B-spy,O,B-cty,I-cty,O,O,O,O,O,O,B-trt,O,O,B-apt,O,O,O"
119,با سلام لطفاً جراح زیبایی پیرانشهر معرفی کنید که در هفته آینده برام معاینه غیرحضوری انجام دهد,"O,O,O,O,B-spy,B-cty,O,O,O,O,B-apt,I-apt,O,O,B-vtp,O,O"
120,لطفاً یه دکتر متخصص غدد توی سردشت برام پیدا کنید که تو کارش خبره باشه و سریع نوبت بده .,"O,O,O,B-srt,B-spy,O,B-cty,O,O,O,O,O,O,B-trt,O,O,B-apt,O,O,O"
121,دست چپم درد میکنه یه خانم دکتر سر دشت بهم معرفی کن که امروز معاینه ام کنه,"B-cnd,I-cnd,I-cnd,O,O,B-gnd,O,B-cty,I-cty,O,O,O,O,B-apt,O,O,O"
122,سلام یک دکتر جراح مغز و اعصاب تو مهاباد برام پیدا کن,"O,O,O,O,B-spy,I-spy,I-spy,O,B-cty,O,O,O"
123,سلام یک دکتر مرد فوق تخصص اطفال خوش رو و صبور در میاندو آب پیدا کن که امروز منو حضوری ویزیت کنه بیشتر از 20 دقیقه معطلم نکنه و با بیمه درمان تکمیلی قرارداد داشته باشه .,"O,O,O,B-gnd,B-srt,I-srt,B-spy,B-trt,I-trt,O,B-trt,O,B-cty,I-cty,O,O,O,B-apt,O,B-vtp,O,O,O,O,B-wtt,I-wtt,O,O,O,O,O,B-inc,I-inc,O,O,O,O"
124,سلام ، یه فوق تخصص ریه تو میاندوآب زود نوبت بده و تو مطب معطل نشیم,"O,O,O,B-srt,I-srt,B-spy,O,B-cty,B-apt,O,O,O,O,O,B-wtt,I-wtt"
125,یه دکتر فوق تخصص قلب و عروق تو مشگینشهر لازم دارم که نوبت برای دو روز دیگه بده .,"O,O,B-srt,I-srt,B-spy,O,B-spy,O,B-cty,O,O,O,O,O,B-apt,I-apt,O,O,O"
126,سلام یک دکتر جراح مغز و اعصاب تو مشگین شهر برام پیدا کن,"O,O,O,O,B-spy,I-spy,I-spy,O,B-cty,I-cty,O,O,O"
127,یه دکتر فوق تخصص قلب و عروق تو آران بیدگل لازم دارم که نوبت برای دو روز دیگه بده .,"O,O,B-srt,I-srt,B-spy,O,B-spy,O,B-cty,I-cty,O,O,O,O,O,B-apt,I-apt,O,O,O"
128,کمرم درد میکنه یه ارتوپد مرد توی آران و بیدگل برام پیدا کن,"B-cnd,I-cnd,O,O,B-spy,B-gnd,O,B-cty,I-cty,I-cty,O,O,O"
129,چشمم ضعیف شده یه بینایی سنجی در اردستان میخوام که تا آخر شهریور,"B-cnd,I-cnd,O,O,B-spy,I-spy,O,B-cty,O,O,O,B-apt,I-apt"
130,توی اصفهان دنبال یه فلوشیپ ریه میگردم که مهارت کافی در درمان عفونتهای شدید داشته باشه و هفته آینده نوبت بده .,"O,B-cty,O,O,B-srt,B-spy,O,O,B-trt,I-trt,O,O,B-cnd,I-cnd,O,O,O,B-apt,I-apt,O,O,O"
131,من پوکی استخوان دارم و به دنبال یک فوق متخصص آقا ارتوپدی در شهر خمینی شهر هستم که برای فردا ویزیت غیرحضوری داشته باشد و بیمه تامین اجتماعی داشته باشد .,"O,B-cnd,I-cnd,O,O,O,O,O,B-srt,I-srt,B-gnd,B-spy,O,O,B-cty,I-cty,O,O,O,B-apt,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O"
132,سلام ، یک پزشک عمومی تو شاهین شهر معرفی کن برای حساسیت فصلی,"O,O,O,O,B-spy,O,B-cty,I-cty,O,O,O,B-cnd,I-cnd"
133,توی شهرضا برام فوق تخصص گوش و حلق و بینی آقا و مهربون پیدا کن,"O,B-cty,O,B-srt,I-srt,B-spy,O,B-spy,O,B-spy,B-gnd,O,B-trt,O,O"
134,یه دکتر فوق تخصص قلب و عروق تو کاشان لازم دارم که نوبت برای دو روز دیگه بده .,"O,O,B-srt,I-srt,B-spy,O,B-spy,O,B-cty,O,O,O,O,O,B-apt,I-apt,O,O,O"
135,سلام ، یه متخصص اعصاب و روان تو کرج می خوام که خیلی حرفه ای باشه و ماه بعد نوبت بده .,"O,O,O,B-srt,B-spy,O,B-spy,O,B-cty,O,O,O,O,B-trt,I-trt,O,O,B-apt,I-apt,O,O,O"
136,سلام یک دکتر مرد فوق تخصص اطفال خوش رو و صبور در گوهر دشت پیدا کن که امروز منو حضوری ویزیت کنه بیشتر از 20 دقیقه معطلم نکنه و با بیمه درمان تکمیلی قرارداد داشته باشه .,"O,O,O,B-gnd,B-srt,I-srt,B-spy,B-trt,I-trt,O,B-trt,O,B-cty,I-cty,O,O,O,B-apt,O,B-vtp,O,O,O,O,B-wtt,I-wtt,O,O,O,O,O,B-inc,I-inc,O,O,O,O"
137,کمرم درد میکنه یه ارتوپد مرد توی گوهردشت برام پیدا کن,"B-cnd,I-cnd,O,O,B-spy,B-gnd,O,B-cty,O,O,O"
138,سلام ، یک متخصص تغذیه شهر ایلام معرفی کن با حوادث اجتماعی قرارداد داشته باشه و برای لاغری کارش معتبر باشه .,"O,O,O,B-srt,B-spy,O,B-cty,O,O,O,B-inc,I-inc,O,O,O,O,O,B-cnd,O,B-trt,O,O"
139,سلام . یک متخصص گوش و حلق و بینی با تجربه باشه که زود نوبت بده را تو بوشهر برام پیدا کن,"O,O,O,B-srt,B-spy,I-spy,I-spy,I-spy,I-spy,B-trt,I-trt,O,O,B-apt,O,O,O,O,B-cty,O,O,O"
140,سلام . یه پزشک پوست مجرب در عسلویه برای افتادگی پلک بالا و جای جوش پیدا کن,"O,O,O,O,B-spy,B-trt,O,B-cty,O,B-cnd,I-cnd,O,O,B-cnd,I-cnd,O,O"
141,من یک دکتر عمومی برای گلودرد میخواستم در شهر گناوه که دارای ویزیت مجازی باشه و با بیمه نیروهای مسلح قرارداد داشته باشه,"O,O,O,B-spy,O,B-cnd,O,O,O,B-cty,O,O,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O"
142,سلام یک متخصص گوش و حلق و بینی برای اختلالات گوش میانی توی اسلام شهر برام پیدا کن که حداکثر تا ۱۵ شهریور ۱۴۰۳منو به صورت حضوری ویزیت کنه و طرف قرار داد بیمه سلامت باشه و کمتر از یک ساعت در مطب معطل بشم .,"O,O,B-srt,B-spy,O,B-spy,O,B-spy,O,B-cnd,I-cnd,I-cnd,O,B-cty,I-cty,O,O,O,O,O,O,B-apt,I-apt,O,O,O,B-vtp,O,O,O,O,O,O,O,B-inc,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O"
143,سلام . یک متخصص گوش و حلق و بینی با تجربه باشه که زود نوبت بده را تو اسلامشهر برام پیدا کن,"O,O,O,B-srt,B-spy,I-spy,I-spy,I-spy,I-spy,B-trt,I-trt,O,O,B-apt,O,O,O,O,B-cty,O,O,O"
144,سلام یک دکتر اطفال خوب در تهران پیدا کن,"O,O,O,B-spy,B-trt,O,B-cty,O,O"
145,سلام یک متخصص گوش و حلق و بینی برای اختلالات گوش میانی توی فیروز کوه برام پیدا کن که حداکثر تا ۱۵ شهریور ۱۴۰۳منو به صورت حضوری ویزیت کنه و طرف قرار داد بیمه سلامت باشه و کمتر از یک ساعت در مطب معطل بشم .,"O,O,B-srt,B-spy,O,B-spy,O,B-spy,O,B-cnd,I-cnd,I-cnd,O,B-cty,I-cty,O,O,O,O,O,O,B-apt,I-apt,O,O,O,B-vtp,O,O,O,O,O,O,O,B-inc,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O"
146,متخصص روماتولوژی با تجربه چند ساله در فیروزکوه برای ویزیت بیمار با نقرس که بیمه نیروهای مسلح هم قبول کند و در هفته جاری وقت داشته باشد پیدا کن,"B-srt,B-spy,B-trt,I-trt,O,O,O,B-cty,O,O,O,O,B-cnd,O,O,B-inc,I-inc,O,O,O,O,O,B-apt,I-apt,O,O,O,O,O"
147,سلام ، یه فوق تخصص ریه تو شهر کرد زود نوبت بده و تو مطب معطل نشیم,"O,O,O,B-srt,I-srt,B-spy,O,B-cty,I-cty,B-apt,O,O,O,O,O,B-wtt,I-wtt"
148,یه دکتر چشم پزشک تو شهرکرد می خوام که تجربه زیادی در جراحی چشم داشته باشه و برای آخر هفته نوبت بده .,"O,O,B-spy,O,O,B-cty,O,O,O,B-trt,I-trt,O,B-cnd,I-cnd,O,O,O,O,B-apt,I-apt,O,O,O"
149,سلام یک دکتر گوارش تو لردگان برام پیدا کن که آندوسکوپی انجام بده و خوش اخلاق باشه,"O,O,O,B-spy,O,B-cty,O,O,O,O,B-cnd,O,O,O,B-trt,I-trt,O"
150,سلام. یک روانشناس خانم در بیرجند برای ترک اعتیاد میخوام,"O,O,B-spy,B-gnd,O,B-cty,O,B-cnd,I-cnd,O"
151,سلام یک روان پزشک خانوم تو سبزوار برام پیدا کن که توانمند باشه و با حوصله باشه,"O,O,B-spy,I-spy,B-gnd,O,B-cty,O,O,O,O,B-trt,O,O,B-trt,I-trt,O"
152,دست چپم درد میکنه یه خانم دکتر طبس بهم معرفی کن که امروز معاینه ام کنه,"B-cnd,I-cnd,I-cnd,O,O,B-gnd,O,B-cty,O,O,O,O,B-apt,O,O,O"
153,سلام یک متخصص تغذیه بهم که اکثر مراجعه کننده هایش ازش راضی باشن و یک فرد مشهور باشد را در مشهد بهم معرفی کن,"O,O,B-srt,B-spy,O,O,O,O,O,O,O,B-trt,O,O,O,O,B-trt,O,O,O,B-cty,O,O,O"
154,یه دکتر فوق تخصص قلب و عروق تو نیشابور لازم دارم که نوبت برای دو روز دیگه بده .,"O,O,B-srt,I-srt,B-spy,O,B-spy,O,B-cty,O,O,O,O,O,B-apt,I-apt,O,O,O"
155,سلام . یک خانم متخصص غدد خوش برخورد در شهر بجنورد که دارای بورد تخصصی باشد ، برای درمان کم کاری تیروئید برام پیدا کن که طرف قرارداد بیمه ارتش باشد و به صورت آنلاین و حداکثر تا فردا منو ویزیت کنه,"O,O,O,B-gnd,B-srt,B-spy,B-trt,I-trt,O,O,B-cty,O,O,B-trt,I-trt,O,O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O,O,O,O,B-inc,O,O,O,O,B-vtp,O,O,O,B-apt,O,O,O"
156,سلام ، یک متخصص تغذیه شهر آبادان معرفی کن با نیروهای مسلح قرارداد داشته باشه و برای لاغری کارش معتبر باشه .,"O,O,O,B-srt,B-spy,O,B-cty,O,O,O,B-inc,I-inc,O,O,O,O,O,B-cnd,O,B-trt,O,O"
157,سلام ، یه دکتر فلوشیپ زنان در اهواز میخوام که تو درمان نازایی مهارت داشته باشه و ماه بعد وقت بده .,"O,O,O,O,B-srt,O,O,B-cty,O,O,O,O,B-cnd,O,O,O,O,B-apt,I-apt,O,O,O"
158,لطفاً یه متخصص اطفال تو ایذه برام پیدا کنید که تجربه کافی در درمان کودکان بیمار داشته باشه و فردا نوبت بده .,"O,O,B-srt,B-spy,O,B-cty,O,O,O,O,B-trt,I-trt,O,O,B-cnd,I-cnd,O,O,O,B-apt,O,O,O"
159,سلام . یک فوق تخصص مغز و اعصاب توی ایرانشهر فارس برای درمان میگرن برام پیدا کن که بتونم طی دو روز آینده حضوری ویزیت بشم و طرف قرار داد بانک ملی باشه و خوش برخورد و با تجربه باشه,"O,O,O,B-srt,I-srt,B-spy,O,B-spy,O,B-cty,O,O,O,B-cnd,O,O,O,O,O,O,B-apt,I-apt,I-apt,B-vtp,O,O,O,O,O,O,B-inc,I-inc,O,O,B-trt,I-trt,O,B-trt,I-trt,O"
160,سلام دنبال یه دکتر فوق تخصص ریه داخل ایرانشهر خوزسنان هستم که تجربه بالایی داشته باشه و فردا صبح نوبت بده .,"O,O,O,O,B-srt,I-srt,B-spy,O,B-cty,I-cty,O,O,B-trt,I-trt,O,O,O,B-apt,I-apt,O,O,O"
161,سلام یک دکتر مرد فوق تخصص اطفال خوش رو و صبور در بندر امام خمینی پیدا کن که امروز منو حضوری ویزیت کنه بیشتر از 20 دقیقه معطلم نکنه و با بیمه تامین اجتماعی قرارداد داشته باشه .,"O,O,O,B-gnd,B-srt,I-srt,B-spy,B-trt,I-trt,O,B-trt,O,B-cty,I-cty,I-cty,O,O,O,B-apt,O,B-vtp,O,O,O,O,B-wtt,I-wtt,O,O,O,O,O,B-inc,I-inc,O,O,O,O"
162,من دیابت دارم و به دنبال یک فوق تخصص خانم غدد درون ریز در شهر بندر ماهشهر هستم که برای پس فردا ویزیت حضوری داشته باشد و بیمه سلامت ایرانیان قبول کند .,"O,B-cnd,O,O,O,O,O,B-srt,I-srt,B-gnd,B-spy,I-spy,I-spy,O,O,B-cty,I-cty,O,O,O,B-apt,I-apt,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O"
163,نیاز به یک پزشک عمومی آقا در خرمشهر دارم که در اسرع وقت ویزیت مجازی انجام دهد و بیمه نیرو مسلح را هم بپذیرد ، زیرا به تازگی با مشکل فشار خون بالا مواجه شده ام .,"O,O,O,O,B-spy,B-gnd,O,B-cty,O,O,B-apt,I-apt,I-apt,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O,O,O,O,O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O"
164,سلام . یک فوق تخصص مغز و اعصاب توی دزفول فارس برای درمان میگرن برام پیدا کن که بتونم طی دو روز آینده حضوری ویزیت بشم و طرف قرار داد بانک ملی باشه و خوش برخورد و با تجربه باشه,"O,O,O,B-srt,I-srt,B-spy,O,B-spy,O,B-cty,O,O,O,B-cnd,O,O,O,O,O,O,B-apt,I-apt,I-apt,B-vtp,O,O,O,O,O,O,B-inc,I-inc,O,O,B-trt,I-trt,O,B-trt,I-trt,O"
165,سلام ، یک پزشک عمومی تو سوسن گرد معرفی کن برای حساسیت فصلی,"O,O,O,O,B-spy,O,B-cty,I-cty,O,O,O,B-cnd,I-cnd"
166,سلام . برای پارگی شبکیه چشم یک پزشک فوق تخصص مرد تو سوسنگرد برام پیدا کن که کارش خوب باشه,"O,O,O,B-cnd,I-cnd,I-cnd,O,O,B-srt,I-srt,B-gnd,O,B-cty,O,O,O,O,O,B-trt,O"
167,توی شادگان دنبال یه فلوشیپ ریه میگردم که مهارت کافی در درمان عفونت های شدید داشته باشه و هفته آینده نوبت بده .,"O,B-cty,O,O,B-srt,B-spy,O,O,B-trt,I-trt,O,O,B-cnd,I-cnd,I-cnd,O,O,O,B-apt,I-apt,O,O,O"
